#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2016-10-26T21:16:10 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ58111cd1150b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/445/423&tab:{J/A+A/445/423/table2}&tab:{J/A+A/445/423/cep}&key:source=J/A+A/445/423&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-x.rs=10
#-source=J/A+A/445/423/table2,J/A+A/445/423/cep
#-order=I
#-out=Cl
#-out=RAJ2000
#-out=DEJ2000
#-out=RPer
#-out=RSig
#-out=IPer
#-out=ISig
#-out=Ramp
#-out=Iamp
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_34450423
#Name: J/A+A/445/423
#Title: WeCAPP Survey. M31 variables (Fliri+, 2006)
#Table	J_A_A_445_423_table2:
#Name: J/A+A/445/423/table2
#Title: Variables in Group 1-3
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Cl	(A3)	Classification (3)	[ucd=meta.code;src.var]
#Column	RAJ2000	(A11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	RPer	(F9.4)	? Period derived from R band data	[ucd=time.period]
#Column	RSig	(F6.2)	? -log10 of significance of RP (1)	[ucd=stat.fit.goodness]
#Column	IPer	(F9.4)	? Period derived from I band data	[ucd=time.period]
#Column	ISig	(F6.2)	? -log10 of significance of IP (1)	[ucd=stat.fit.goodness]
#Column	Ramp	(F6.2)	Amplitude in broad-band R filter (2)	[ucd=arith.rate;src.var.amplitude;em.opt.R]
#Column	Iamp	(F6.2)	Amplitude in broad-band I filter (2)	[ucd=arith.rate;src.var.amplitude;em.opt.I]
_RAJ2000;_DEJ2000;Cl;RAJ2000;DEJ2000;RPer;RSig;IPer;ISig;Ramp;Iamp
010.77425;+41.30350;I  ;00 43 05.82;+41 18 12.60;  99.4800; 10.58; 100.5400;  7.28;  0.52;  1.35
010.56692;+41.30172;S  ;00 42 16.06;+41 18 06.20; 218.1900; 23.55; 218.7700; 37.04;  0.47;  1.39
010.56579;+41.30244;S  ;00 42 15.79;+41 18 08.80; 261.2000; 15.89; 263.6500; 37.62;  0.41;  1.78
010.73125;+41.30181;S  ;00 42 55.50;+41 18 06.50; 197.8600; 19.21; 200.4300; 23.26;  0.92;  2.78
010.70896;+41.30267;I  ;00 42 50.15;+41 18 09.60; 175.3700; 14.42; 176.3800; 14.39;  0.90;  2.73
010.56675;+41.30086;S  ;00 42 16.02;+41 18 03.10; 277.8900;  8.39; 288.2900; 26.27;  0.47;  1.50
010.70558;+41.30261;S  ;00 42 49.34;+41 18 09.40; 125.4700; 23.31; 125.4700; 11.80;  0.96;  2.45
010.70425;+41.30200;I  ;00 42 49.02;+41 18 07.20; 212.8600; 12.57; 212.8700; 13.79;  0.96;  2.38
010.81950;+41.30350;I  ;00 43 16.68;+41 18 12.60;         ;      ;         ;      ;  0.42;  1.03
010.67792;+41.30183;S  ;00 42 42.70;+41 18 06.60; 240.9900; 20.26; 246.7700; 30.50;  0.94;  3.46
010.75254;+41.30317;S  ;00 43 00.61;+41 18 11.40; 318.2000; 13.02; 311.7800; 28.83;  0.72;  3.32
010.74104;+41.30314;S  ;00 42 57.85;+41 18 11.30; 199.1300; 19.52; 199.1300; 20.77;  0.67;  1.83
010.71942;+41.30306;S  ;00 42 52.66;+41 18 11.00; 305.6000; 20.98; 302.6100; 22.71;  0.80;  2.81
010.67400;+41.30247;S  ;00 42 41.76;+41 18 08.90; 163.2100; 17.17; 166.7400; 20.68;  1.03;  2.85
010.63000;+41.30228;S  ;00 42 31.20;+41 18 08.20; 211.2800; 32.48; 207.0300; 33.46;  0.90;  2.60
010.69471;+41.30297;S  ;00 42 46.73;+41 18 10.70; 201.7300; 11.44; 204.4100; 20.53;  0.78;  1.98
010.58200;+41.30200;I  ;00 42 19.68;+41 18 07.20; 140.2100; 17.81; 136.4900; 13.34;  0.43;  1.14
010.70704;+41.30300;I  ;00 42 49.69;+41 18 10.80; 154.3300; 14.85; 155.1000; 13.22;  0.94;  2.21
010.57683;+41.30194;S  ;00 42 18.44;+41 18 07.00; 207.0200; 34.91; 211.2800; 38.46;  0.63;  2.33
010.68517;+41.30289;I  ;00 42 44.44;+41 18 10.40;         ;      ;         ;      ;  0.81;  1.85
010.68321;+41.29875;N  ;00 42 43.97;+41 17 55.50;         ;      ;         ;      ; 10.44; 19.16
010.74871;+41.30297;S  ;00 42 59.69;+41 18 10.70; 363.1200; 29.14; 354.7800; 31.91;  0.87;  3.52
010.69633;+41.30278;S  ;00 42 47.12;+41 18 10.00; 233.8300; 25.09; 233.8300; 35.81;  1.06;  3.17
010.76625;+41.30131;S  ;00 43 03.90;+41 18 04.70;  94.9700;  8.28;  95.8600;  2.92;  1.87;  3.03
010.59158;+41.30256;S  ;00 42 21.98;+41 18 09.20; 270.5800; 17.77; 272.9800; 35.50;  0.57;  2.27
010.76046;+41.30186;S  ;00 43 02.51;+41 18 06.70; 350.7400; 32.96; 346.8100; 32.70;  0.88;  2.93
010.82825;+41.30367;S  ;00 43 18.78;+41 18 13.20; 268.3900; 18.28; 266.0800; 33.50;  0.54;  2.06
010.69325;+41.30308;S  ;00 42 46.38;+41 18 11.10; 235.6100; 15.91; 239.2700; 25.21;  0.82;  2.62
010.71221;+41.30281;S  ;00 42 50.93;+41 18 10.10; 311.7700; 17.71; 296.7900; 29.47;  0.81;  3.54
010.73487;+41.30214;S  ;00 42 56.37;+41 18 07.70; 288.4600; 11.90; 291.1900; 32.11;  0.90;  4.12
010.79883;+41.30364;S  ;00 43 11.72;+41 18 13.10; 305.6000;  6.53; 308.6600; 29.45;  0.56;  2.35
010.76700;+41.30319;S  ;00 43 04.08;+41 18 11.50; 226.9500; 27.84; 228.6400; 31.05;  0.96;  3.08
010.62912;+41.30286;S  ;00 42 30.99;+41 18 10.30; 390.4700;  9.08; 390.4700; 28.45;  0.61;  3.17
010.85287;+41.30422;I  ;00 43 24.69;+41 18 15.20; 180.5000;  8.22; 177.3900; 11.63;  0.37;  1.27
010.67762;+41.30250;I  ;00 42 42.63;+41 18 09.00; 119.1000; 13.87; 119.1000; 13.87;  0.94;  2.65
010.83396;+41.30414;S  ;00 43 20.15;+41 18 14.90; 253.0000;  8.62; 250.7400; 30.03;  0.41;  1.80
010.66392;+41.30236;S  ;00 42 39.34;+41 18 08.50; 209.8400; 25.26; 208.4200; 20.96;  1.27;  2.79
010.79254;+41.30367;S  ;00 43 10.21;+41 18 13.20; 237.4300; 29.87; 244.9700; 27.93;  0.64;  2.45
010.68771;+41.30281;S  ;00 42 45.05;+41 18 10.10; 187.0600; 20.94; 185.9400; 26.43;  1.18;  2.48
010.68042;+41.30189;S  ;00 42 43.30;+41 18 06.80; 146.1900; 21.64; 150.4700; 12.36;  1.06;  2.53
010.71667;+41.30125;S  ;00 42 52.00;+41 18 04.50; 217.3600; 26.06; 223.6700; 26.65;  1.10;  2.88
010.66683;+41.30272;S  ;00 42 40.04;+41 18 09.80; 280.4200; 22.42; 280.4300; 41.32;  0.80;  3.24
010.59425;+41.30303;I  ;00 42 22.62;+41 18 10.90;  64.6100;  3.79;  64.9400;  1.44;  0.42;  1.35
010.65921;+41.30269;S  ;00 42 38.21;+41 18 09.70; 171.3700; 24.99; 169.4900; 19.88;  1.18;  2.37
010.63721;+41.30269;I  ;00 42 32.93;+41 18 09.70; 124.8800; 12.77; 124.8800; 17.81;  0.60;  2.22
010.72438;+41.30344;I  ;00 42 53.85;+41 18 12.40;         ;      ;         ;      ;  0.65;  1.67
010.84962;+41.30264;S  ;00 43 23.91;+41 18 09.50; 200.4200; 28.08; 202.7600; 15.92;  0.60;  1.39
010.69892;+41.30339;S  ;00 42 47.74;+41 18 12.20; 259.3700;  9.15; 275.5900; 21.68;  0.81;  2.72
010.61262;+41.30256;S  ;00 42 27.03;+41 18 09.20; 235.4700; 13.96; 237.2800; 30.97;  0.58;  2.14
010.68883;+41.30328;I  ;00 42 45.32;+41 18 11.80;         ;      ;         ;      ;  0.83;  1.65
010.57862;+41.30239;S  ;00 42 18.87;+41 18 08.60; 270.5800; 16.10; 277.9000; 38.78;  0.47;  2.42
010.68137;+41.30325;S  ;00 42 43.53;+41 18 11.70; 296.6000;  9.94; 299.2400; 33.39;  0.69;  3.73
010.67354;+41.30322;I  ;00 42 41.65;+41 18 11.60; 328.1500;  7.98; 317.4900; 13.99;  0.71;  2.46
010.63462;+41.30303;S  ;00 42 32.31;+41 18 10.90; 263.6400; 19.33; 257.0600; 33.79;  0.69;  2.14
010.84804;+41.30364;S  ;00 43 23.53;+41 18 13.10; 296.7800; 16.87; 288.4700; 28.02;  0.71;  2.50
010.72475;+41.30181;S  ;00 42 53.94;+41 18 06.50; 248.9100; 30.12; 253.0000; 30.97;  1.12;  4.62
010.84587;+41.30433;I  ;00 43 23.01;+41 18 15.60; 137.6800; 12.26; 139.0400;  7.43;  0.47;  1.10
010.60937;+41.30286;I  ;00 42 26.25;+41 18 10.30; 147.5900; 19.62; 149.0200; 18.95;  0.58;  1.46
010.79417;+41.30344;S  ;00 43 10.60;+41 18 12.40; 283.1700;  8.67; 268.4000; 27.18;  0.55;  1.97
010.83004;+41.30250;S  ;00 43 19.21;+41 18 09.00; 241.1400; 26.51; 241.1400; 29.15;  0.70;  2.54
010.66987;+41.30319;I  ;00 42 40.77;+41 18 11.50; 170.4200;  2.69; 171.3700; 16.22;  0.74;  1.92
010.67654;+41.30361;S  ;00 42 42.37;+41 18 13.00; 248.7600; 10.93; 250.7900; 25.74;  0.70;  2.61
010.64671;+41.30253;S  ;00 42 35.21;+41 18 09.10; 160.6600; 35.03; 159.0000; 24.43;  1.03;  2.17
010.70342;+41.30353;S  ;00 42 48.82;+41 18 12.70; 283.1700; 26.62; 285.7900; 30.04;  1.16;  4.33
010.52279;+41.30111;S  ;00 42 05.47;+41 18 04.00; 263.6400; 17.35; 268.0200; 29.30;  0.61;  2.60
010.70092;+41.30356;S  ;00 42 48.22;+41 18 12.80; 261.3600; 13.07; 263.6000; 25.57;  0.66;  2.96
010.82529;+41.30372;S  ;00 43 18.07;+41 18 13.40; 253.0000; 18.27; 253.0000; 32.82;  0.56;  2.42
010.84821;+41.30303;S  ;00 43 23.57;+41 18 10.90; 209.9700; 35.59; 209.9700; 32.63;  0.82;  1.92
010.70204;+41.30319;S  ;00 42 48.49;+41 18 11.50; 324.9000;  9.05; 308.6600; 27.80;  0.77;  2.41
010.80733;+41.30292;S  ;00 43 13.76;+41 18 10.50; 296.7800; 16.84; 305.6000; 27.51;  0.72;  3.26
010.79342;+41.30206;S  ;00 43 10.42;+41 18 07.40; 134.2000; 36.51; 133.0400; 22.35;  1.01;  1.95
010.59754;+41.30264;S  ;00 42 23.41;+41 18 09.50; 305.4100; 20.84; 308.4700; 37.62;  0.49;  2.62
010.67662;+41.30203;I  ;00 42 42.39;+41 18 07.30;  76.5400;  1.54;  76.5400;  1.54;  0.86;  2.22
010.76171;+41.30317;S  ;00 43 02.81;+41 18 11.40; 183.7200; 25.84; 185.9400; 28.06;  1.32;  2.52
010.70762;+41.30256;S  ;00 42 49.83;+41 18 09.20; 233.8300; 21.09; 244.9700; 29.62;  0.94;  2.99
010.65587;+41.30294;S  ;00 42 37.41;+41 18 10.60; 155.7900; 29.52; 155.7900; 30.67;  0.82;  2.04
010.65642;+41.30328;S  ;00 42 37.54;+41 18 11.80; 246.7700; 21.53; 254.9300; 36.02;  0.76;  2.88
010.66733;+41.30308;S  ;00 42 40.16;+41 18 11.10; 223.5200; 26.54; 220.3300; 35.35;  0.92;  2.94
010.70892;+41.30358;S  ;00 42 50.14;+41 18 12.90; 211.4100; 22.58; 212.8700; 28.52;  0.82;  2.43
010.83308;+41.30411;S  ;00 43 19.94;+41 18 14.80; 342.9500;  4.68; 342.9500; 24.02;  0.48;  1.99
010.75900;+41.30294;S  ;00 43 02.16;+41 18 10.60; 189.3600; 29.11; 191.7100; 25.18;  0.99;  2.17
010.70446;+41.30294;S  ;00 42 49.07;+41 18 10.60; 270.7500; 21.39; 261.5700; 32.40;  0.94;  3.50
010.70829;+41.30139;I  ;00 42 49.99;+41 18 05.00;         ;      ;         ;      ;  0.84;  2.31
010.69750;+41.30256;S  ;00 42 47.40;+41 18 09.20; 154.5500; 36.45; 155.8900; 14.62;  1.20;  2.33
010.69150;+41.30250;S  ;00 42 45.96;+41 18 09.00; 324.9000;  9.07; 331.8900; 29.45;  0.80;  3.23
010.52300;+41.30200;S  ;00 42 05.52;+41 18 07.20; 233.6800; 28.09; 233.6900; 38.77;  0.72;  2.04
010.79667;+41.30336;S  ;00 43 11.20;+41 18 12.10; 283.1700; 31.78; 280.6000; 25.00;  0.68;  1.78
010.61846;+41.30247;S  ;00 42 28.43;+41 18 08.90; 268.2300; 38.90; 265.9200; 43.43;  0.85;  3.37
010.61883;+41.30289;S  ;00 42 28.52;+41 18 10.40; 265.9200; 33.80; 265.9200; 42.13;  0.86;  2.71
010.59325;+41.30269;S  ;00 42 22.38;+41 18 09.70; 282.9900; 19.60; 299.4800; 31.11;  0.60;  3.03
010.71175;+41.30339;S  ;00 42 50.82;+41 18 12.20; 190.5300; 31.26; 190.5300; 20.17;  1.22;  2.86
010.66121;+41.30342;I  ;00 42 38.69;+41 18 12.30; 165.8400; 17.55; 161.5000;  7.60;  0.70;  1.82
010.68021;+41.30286;S  ;00 42 43.25;+41 18 10.30; 582.0000; 22.00; 571.2400; 18.50;  0.95;  3.01
010.62137;+41.30322;S  ;00 42 29.13;+41 18 11.60; 191.5900; 16.42; 189.2400; 29.59;  0.65;  2.01
010.64462;+41.30250;S  ;00 42 34.71;+41 18 09.00; 185.8200; 40.27; 188.0900; 29.51;  1.04;  2.69
010.77408;+41.30408;S  ;00 43 05.78;+41 18 14.70; 293.9600; 10.30; 296.7900; 29.81;  0.61;  2.60
010.77892;+41.30339;I  ;00 43 06.94;+41 18 12.20; 246.9200; 14.68; 246.9300; 12.53;  0.56;  2.29
010.69021;+41.30344;S  ;00 42 45.65;+41 18 12.40; 288.4600; 19.10; 293.9600; 29.04;  0.81;  3.02
010.60858;+41.30367;S  ;00 42 26.06;+41 18 13.20; 302.4100; 14.78; 308.4700; 35.72;  0.45;  2.04
010.58633;+41.30356;S  ;00 42 20.72;+41 18 12.80; 293.7700;  9.84; 305.4100; 36.82;  0.45;  1.95
010.73679;+41.30400;I  ;00 42 56.83;+41 18 14.40; 126.5000; 10.61; 124.9600; 11.24;  0.79;  1.36
010.79467;+41.30272;S  ;00 43 10.72;+41 18 09.80; 246.9200; 22.55; 246.9200; 25.25;  0.79;  3.00
010.67587;+41.30325;S  ;00 42 42.21;+41 18 11.70; 277.8900; 21.11; 272.9800; 30.26;  0.90;  3.44
010.56887;+41.30272;S  ;00 42 16.53;+41 18 09.80; 221.9200; 25.09; 223.5300; 32.31;  0.73;  2.33
010.69613;+41.30411;S  ;00 42 47.07;+41 18 14.80; 253.0000;  5.87; 248.9200; 20.55;  0.69;  1.96
010.61971;+41.30319;S  ;00 42 28.73;+41 18 11.50; 226.8100; 27.83; 226.8200; 35.90;  0.76;  2.12
010.61721;+41.30222;S  ;00 42 28.13;+41 18 08.00; 135.8900; 36.07; 135.8900; 17.21;  0.67;  1.96
010.77792;+41.30425;S  ;00 43 06.70;+41 18 15.30; 335.5000;  7.83; 335.5000; 20.15;  0.56;  1.62
010.76546;+41.30344;S  ;00 43 03.71;+41 18 12.40; 205.7700; 27.15; 211.4100; 30.55;  0.85;  2.04
010.80754;+41.30342;S  ;00 43 13.81;+41 18 12.30; 256.1900; 23.19; 255.0900; 32.89;  0.93;  3.28
010.82358;+41.30367;S  ;00 43 17.66;+41 18 13.20; 314.9500; 12.55; 305.6000; 31.33;  0.50;  2.29
010.81004;+41.30411;S  ;00 43 14.41;+41 18 14.80; 296.7800; 11.29; 305.6000; 27.76;  0.53;  1.88
010.75742;+41.30386;S  ;00 43 01.78;+41 18 13.90; 201.7300; 29.22; 203.5800; 31.05;  0.99;  2.52
010.68025;+41.30381;S  ;00 42 43.26;+41 18 13.70; 248.7600; 18.07; 246.7700; 32.85;  0.69;  2.43
010.67713;+41.30383;E  ;00 42 42.51;+41 18 13.80;  66.0500; 10.46;  66.0500; 10.46;  0.79;  2.10
010.61512;+41.30317;S  ;00 42 27.63;+41 18 11.40; 194.0000; 18.77; 195.2300; 24.02;  0.66;  1.80
010.73379;+41.30247;S  ;00 42 56.11;+41 18 08.90; 181.5600; 24.53; 175.3700; 28.25;  0.90;  2.36
010.75417;+41.30344;S  ;00 43 01.00;+41 18 12.40; 185.9400; 29.59; 184.8300; 28.45;  1.20;  2.48
010.82929;+41.30314;S  ;00 43 19.03;+41 18 11.30; 317.9400; 19.25; 314.9600; 27.63;  0.61;  2.31
010.54246;+41.30342;S  ;00 42 10.19;+41 18 12.30; 308.4600;  7.25; 311.5800; 29.89;  0.42;  1.64
010.79667;+41.30411;S  ;00 43 11.20;+41 18 14.80; 246.9200; 16.63; 248.9200; 30.28;  0.58;  2.33
010.64275;+41.30231;S  ;00 42 34.26;+41 18 08.30; 321.3100; 44.54; 324.7000; 43.96;  1.27;  4.20
010.76450;+41.30394;I  ;00 43 03.48;+41 18 14.20;  95.8600; 13.51;  96.7600;  0.90;  0.62;  1.24
010.76063;+41.30397;S  ;00 43 02.55;+41 18 14.30; 232.0700; 28.21; 228.6400; 34.03;  0.94;  2.38
010.75521;+41.30400;S  ;00 43 01.25;+41 18 14.40; 133.0400; 27.00; 132.4700;  8.62;  0.90;  1.72
010.74625;+41.30394;S  ;00 42 59.10;+41 18 14.20; 214.3400; 21.89; 217.3600; 14.72;  0.83;  3.00
010.68313;+41.30328;S  ;00 42 43.95;+41 18 11.80; 191.5900; 39.35; 192.7900; 34.85;  1.38;  3.40
010.66571;+41.30319;S  ;00 42 39.77;+41 18 11.50; 217.2300; 26.98; 214.2100; 27.50;  0.81;  1.98
010.68762;+41.30364;I  ;00 42 45.03;+41 18 13.10; 112.2400; 19.59; 112.2400; 19.59;  0.85;  1.69
010.68258;+41.30433;S  ;00 42 43.82;+41 18 15.60; 267.3600;  9.24; 265.7100; 25.30;  0.83;  2.62
010.66842;+41.30289;S  ;00 42 40.42;+41 18 10.40; 338.9700; 42.09; 331.6900; 46.56;  2.79;  6.82
010.66912;+41.30353;S  ;00 42 40.59;+41 18 12.70; 166.7400; 26.91; 167.6500; 11.83;  0.94;  2.27
010.64850;+41.30339;S  ;00 42 35.64;+41 18 12.20; 126.4200; 19.61; 126.4200; 25.14;  0.76;  2.52
010.68525;+41.30403;I  ;00 42 44.46;+41 18 14.50;         ;      ;         ;      ;  0.79;  2.10
010.75579;+41.30483;S  ;00 43 01.39;+41 18 17.40; 308.1900; 22.22; 305.1500; 33.05;  0.64;  3.40
010.66042;+41.30289;S  ;00 42 38.50;+41 18 10.40; 182.5200; 33.54; 181.4500; 34.44;  1.26;  3.05
010.78967;+41.30431;S  ;00 43 09.52;+41 18 15.50; 233.8300; 22.51; 233.8300; 31.11;  0.69;  2.12
010.51008;+41.30292;I  ;00 42 02.42;+41 18 10.50; 179.3400; 19.91; 178.3100; 13.76;  0.47;  1.47
010.72096;+41.30394;S  ;00 42 53.03;+41 18 14.20; 239.2700; 19.25; 243.0400; 26.98;  0.94;  3.29
010.79333;+41.30372;S  ;00 43 10.40;+41 18 13.40; 144.2300; 33.00; 144.9100; 24.60;  0.91;  1.81
010.71683;+41.30464;S  ;00 42 52.04;+41 18 16.70; 230.3400;  9.99; 226.2200; 26.32;  0.74;  2.35
010.71204;+41.30392;S  ;00 42 50.89;+41 18 14.10; 446.9600; 13.02; 447.3300; 21.41;  1.16;  4.50
010.71546;+41.30397;S  ;00 42 51.71;+41 18 14.30; 215.8400; 20.65; 220.2900; 27.20;  0.98;  2.73
010.68388;+41.30300;S  ;00 42 44.13;+41 18 10.80; 196.5900; 35.14; 196.6000; 36.00;  1.37;  2.92
010.79092;+41.30456;S  ;00 43 09.82;+41 18 16.40; 246.9200; 27.66; 246.9300; 33.12;  0.74;  2.17
010.70625;+41.30356;S  ;00 42 49.50;+41 18 12.80; 192.9100; 25.86; 192.9100; 20.10;  1.11;  2.53
010.72596;+41.30433;S  ;00 42 54.23;+41 18 15.60; 302.6100; 15.73; 302.6100; 23.66;  0.81;  3.12
010.64058;+41.30350;S  ;00 42 33.74;+41 18 12.60; 221.9200; 26.26; 220.3300; 31.67;  0.76;  2.42
010.57671;+41.30350;S  ;00 42 18.41;+41 18 12.60; 293.7700;  6.58; 291.0100; 36.32;  0.45;  1.77
010.70396;+41.30428;S  ;00 42 48.95;+41 18 15.40; 135.3700; 13.21; 134.7900; 21.58;  0.75;  1.84
010.80600;+41.30475;S  ;00 43 13.44;+41 18 17.10; 291.1800;  5.40; 278.0700; 27.17;  0.51;  1.60
010.75208;+41.30422;I  ;00 43 00.50;+41 18 15.20; 115.6000; 15.46; 115.6000;  2.11;  0.73;  1.47
010.80175;+41.30481;S  ;00 43 12.42;+41 18 17.30; 321.5100; 16.99; 321.5200; 33.06;  0.53;  2.35
010.75454;+41.30456;S  ;00 43 01.09;+41 18 16.40; 275.5800; 11.23; 275.5900; 28.32;  0.59;  2.54
010.78042;+41.30369;S  ;00 43 07.30;+41 18 13.30; 246.9200; 23.89; 248.9200; 25.55;  0.77;  2.98
010.73992;+41.30353;S  ;00 42 57.58;+41 18 12.70; 263.8100; 24.29; 259.3800; 27.41;  1.20;  3.64
010.69121;+41.30397;I  ;00 42 45.89;+41 18 14.30; 118.7100; 11.86; 118.7100; 15.48;  1.16;  2.94
010.69012;+41.30425;S  ;00 42 45.63;+41 18 15.30; 285.7900; 12.65; 302.6100; 28.81;  0.77;  3.29
010.78529;+41.30506;S  ;00 43 08.47;+41 18 18.20; 354.7700;  6.74; 331.8900; 21.26;  0.67;  2.62
010.74204;+41.30347;S  ;00 42 58.09;+41 18 12.50; 250.9400; 17.35; 244.9700; 29.16;  0.95;  2.83
010.76537;+41.30408;S  ;00 43 03.69;+41 18 14.70; 241.1400; 31.66; 243.0400; 35.37;  0.95;  2.73
010.72767;+41.30467;S  ;00 42 54.64;+41 18 16.80; 270.7500; 16.55; 266.0800; 28.21;  0.75;  2.35
010.66238;+41.30392;S  ;00 42 38.97;+41 18 14.10; 223.5200; 33.17; 228.5000; 38.08;  1.00;  2.86
010.76329;+41.30447;S  ;00 43 03.19;+41 18 16.10; 311.7700; 24.95; 308.6600; 27.74;  0.68;  3.12
010.69767;+41.30442;I  ;00 42 47.44;+41 18 15.90; 296.7900;  5.03; 296.7900; 19.13;  0.71;  2.96
010.66675;+41.30364;S  ;00 42 40.02;+41 18 13.10; 233.6800; 29.46; 233.6900; 33.83;  1.43;  4.23
010.79992;+41.30525;S  ;00 43 11.98;+41 18 18.90; 321.5100; 11.25; 308.6600; 29.90;  0.54;  2.15
010.51375;+41.30308;S  ;00 42 03.30;+41 18 11.10; 288.2800; 23.81; 291.0100; 39.98;  0.46;  2.21
010.63825;+41.30411;S  ;00 42 33.18;+41 18 14.80; 259.2100; 10.35; 257.0600; 36.54;  0.53;  2.44
010.66713;+41.30428;S  ;00 42 40.11;+41 18 15.40; 239.1200; 16.12; 235.4700; 31.47;  0.77;  3.21
010.62308;+41.30442;I  ;00 42 29.54;+41 18 15.90; 147.5900; 14.30; 146.8900; 13.23;  0.54;  1.52
010.82983;+41.30553;I  ;00 43 19.16;+41 18 19.90; 400.8500;  7.99; 395.7200; 13.91;  0.47;  2.43
010.65292;+41.30406;S  ;00 42 36.70;+41 18 14.60; 291.0000; 20.51; 305.4100; 33.35;  0.79;  2.71
010.61383;+41.30347;S  ;00 42 27.32;+41 18 12.50; 405.8700; 29.91; 380.8300; 38.00;  0.89;  4.38
010.75925;+41.30489;S  ;00 43 02.22;+41 18 17.60; 324.9000; 12.95; 318.2000; 26.89;  0.68;  3.12
010.73137;+41.30475;S  ;00 42 55.53;+41 18 17.10; 293.9600; 19.47; 299.6700; 31.62;  0.72;  2.87
010.74450;+41.30447;S  ;00 42 58.68;+41 18 16.10; 311.7700; 10.46; 314.9600; 30.08;  0.56;  2.56
010.72521;+41.30475;S  ;00 42 54.05;+41 18 17.10; 299.6600; 19.60; 305.6000; 32.21;  0.71;  2.54
010.73371;+41.30442;S  ;00 42 56.09;+41 18 15.90; 285.7900; 14.96; 285.7900; 22.66;  1.08;  3.37
010.55042;+41.30308;S  ;00 42 12.10;+41 18 11.10; 218.7700; 14.81; 218.7700; 37.44;  0.51;  1.96
010.80646;+41.30544;I  ;00 43 13.55;+41 18 19.60; 184.8200;  7.22; 184.8300; 15.22;  0.52;  1.70
010.80125;+41.30542;I  ;00 43 12.30;+41 18 19.50; 130.2300;  4.60; 133.6200;  9.94;  0.48;  1.50
010.74433;+41.30372;S  ;00 42 58.64;+41 18 13.40; 259.3700; 16.32; 263.8100; 32.40;  0.95;  3.20
010.77479;+41.30528;S  ;00 43 05.95;+41 18 19.00; 321.5100;  8.22; 308.6600; 23.78;  0.51;  2.08
010.76596;+41.30528;S  ;00 43 03.83;+41 18 19.00; 285.7900;  3.37; 302.6100; 22.31;  0.54;  2.32
010.56675;+41.30278;S  ;00 42 16.02;+41 18 10.00; 215.7100; 21.60; 212.7400; 36.42;  0.55;  1.70
010.72737;+41.30511;S  ;00 42 54.57;+41 18 18.40; 215.8400; 13.52; 211.4100; 22.58;  0.77;  1.99
010.73050;+41.30406;S  ;00 42 55.32;+41 18 14.60; 195.3500; 30.36; 195.3500; 19.56;  1.31;  5.56
010.81792;+41.30511;S  ;00 43 16.30;+41 18 18.40; 293.9600;  8.54; 293.9600; 31.31;  0.46;  2.23
010.75246;+41.30467;S  ;00 43 00.59;+41 18 16.80; 226.9500; 22.76; 228.6400; 26.61;  0.86;  2.08
010.75062;+41.30464;S  ;00 43 00.15;+41 18 16.70; 155.8900; 23.68; 153.5600; 18.74;  0.81;  1.66
010.80742;+41.30453;S  ;00 43 13.78;+41 18 16.30; 257.2100; 26.64; 263.8100; 28.15;  0.59;  2.58
010.64496;+41.30419;S  ;00 42 34.79;+41 18 15.10; 144.1400; 35.90; 145.5000; 24.91;  0.83;  1.99
010.67788;+41.30428;S  ;00 42 42.69;+41 18 15.40; 142.8100; 33.65; 145.5000; 14.23;  1.22;  2.60
010.65933;+41.30389;S  ;00 42 38.24;+41 18 14.00; 270.5800; 43.59; 268.2300; 42.69;  1.24;  2.78
010.83129;+41.30567;S  ;00 43 19.51;+41 18 20.40; 339.1800;  6.82; 328.3600; 23.10;  0.49;  1.92
010.57013;+41.30306;S  ;00 42 16.83;+41 18 11.00; 204.2800; 27.97; 205.6500; 31.88;  0.57;  1.94
010.60071;+41.30386;S  ;00 42 24.17;+41 18 13.90; 328.1600;  7.25; 328.1600; 22.34;  0.40;  1.48
010.56400;+41.30439;S  ;00 42 15.36;+41 18 15.80; 280.4200;  4.38; 270.5900; 35.04;  0.34;  1.56
